DEPARTAMENTO;PROVINCIA;DISTRITO;NOMBRE LOCAL;ESTADO DE REINICIO DE OPERACIONES;HORARIO DE ATENCIÓN AL PUBLICO; DIRECCION 
HUANCAVELICA;HUAYTARA;HUAYTARA;OR HUAYTARA;OPERATIVO;08:45 a 16:45;Calle 24 de Junio S/N - 2do piso Centro Cívico 
HUANCAVELICA;CHURCAMPA;CHURCAMPA;OR CHURCAMPA;OPERATIVO;08:45 a 16:45;Jirón Real N° 255
HUANCAVELICA;TAYACAJA;PAMPAS;ORA HOSPITAL DE PAMPAS;OPERATIVO;08:45 a 16:30;Jirón Bolívar S/N 
HUANCAVELICA;ANGARAES;LIRCAY;ORA LIRCAY;DESPLAZAMIENTO;08:45 a 16:30;Avenida Esmeralda S/N
HUANCAVELICA;TAYACAJA;SURCUBAMBA;AG SURCUBAMBA;OPERATIVO;08:45 a 16:45;Calle Alfonso Ugarte S/N
HUANCAVELICA;TAYACAJA;COLCABAMBA;AG COLCABAMBA;OPERATIVO;08:45 a 16:45;Avenida Av. Centenario S/N
HUANCAVELICA;HUANCAVELICA;YAULI;ORA YAULI;OPERATIVO;08:45 a 16:30;Avenida Jorge Chávez S/N
HUANCAVELICA;ACOBAMBA;PAUCARA;ORA PAUCARA;OPERATIVO;08:45 a 16:30;Calle Lircay s/n
PASCO;OXAPAMPA;PUERTO BERMUDEZ;PAP PUERTO BERMÚDEZ;OPERATIVO;08:45 a 16:45;Avenida Remigio Morales Bermúdez S/N
HUANUCO;HUANUCO;HUÁNUCO;ORA HOSPITAL REGIONAL HERMILIO VALDIZAN;OPERATIVO;08:45 a 16:30;Jirón Hermilio Valdizan Nº 950
PASCO;PASCO;PAUCARTAMBO;PAP PAUCARTAMBO - JR15;OPERATIVO;08:45 a 16:45;- Plaza 28 de Julio S/N
HUANUCO;HUANUCO;HUÁNUCO;OR HUANUCO;OPERATIVO;08:45 a 16:45;Jirón 28 de Julio N° 825
HUANUCO;DOS DE MAYO;LA UNION;PAP DOS DE MAYO;OPERATIVO;08:45 a 16:45;Jirón Lourdes N° 221
HUANUCO;MARAÑON;HUACRACHUCO;PAP MARAÑON;OPERATIVO;08:45 a 16:45;Avenida 28 De Julio N° 602 
HUANUCO;LEONCIO PRADO;RUPA-RUPA;PAP LEONCIO PRADO;OPERATIVO;08:45 a 16:45;Jirón Chiclayo N° 585
HUANUCO;PACHITEA;PANAO;PAP PACHITEA;OPERATIVO;08:45 a 16:45;Jirón Espinar N° 121
PASCO;PASCO;CHAUPIMARCA;ORA HOSPITAL II PASCO;OPERATIVO;08:45 a 16:30;- Barrio Buenos Aires S/N
HUANUCO;PACHITEA;PANAO;ORA PANAO;OPERATIVO;08:45 a 16:30;Jirón Grau Nº 193
HUANUCO;LEONCIO PRADO;RUPA-RUPA;ORA HOSPITAL TINGO MARIA;OPERATIVO;08:45 a 16:30;- Mapresa S/N Luyando
HUANUCO;LEONCIO PRADO;JOSÉ CRESPO Y CASTILLO;ORA AUCAYACU;OPERATIVO;08:45 a 16:30;Avenida Grau N° 401
HUANUCO;DOS DE MAYO;LA UNION;ORA LA UNION;OPERATIVO;08:45 a 16:30;Jirón Dos de Mayo N° 185
HUANUCO;LEONCIO PRADO;JOSÉ CRESPO Y CASTILLO;PAP JOSE CRESPO Y CASTILLO;OPERATIVO;08:45 a 16:45;Jirón Maria Parado de Bellido S/N Cuadra 4
PASCO;PASCO;YANACANCHA;AG PASCO;OPERATIVO;08:45 a 16:45;"- Centro Comercial ""Sector Dos de San Juan Pampa Edif. 4 Tienda 3 San Juan-Yanacancha"
PASCO;DANIEL ALCIDES CARRION;YANAHUANCA;PAP DANIEL ALCIDES CARRIÓN;OPERATIVO;08:45 a 16:45;Jirón Jorge Chavez S/N Plaza Principal
PASCO;OXAPAMPA;OXAPAMPA;PAP OXAPAMPA;OPERATIVO;08:45 a 16:45;Jirón Huancabamba S/N Mz. 162 Estadio Municipal Oxapampa
PASCO;OXAPAMPA;PALCAZÚ;AG PALCAZU;OPERATIVO;08:45 a 16:45;Avenida Juan Santos Atahualpa Mz. U Lt. 01
SAN MARTIN;TOCACHE;TOCACHE;PAP TOCACHE;OPERATIVO;08:45 a 16:45;Jirón San Juan Cdra 7 S/N Centro Cívico
HUANUCO;HUANUCO;CHINCHAO;ORA ACOMAYO;OPERATIVO;08:45 a 16:30;Pasaje Iguarizo S/N Mz. 6 Lt. 02
SAN MARTIN;TOCACHE;TOCACHE;ORA HOSPITAL DE TOCACHE;OPERATIVO;08:45 a 16:30;Jirón Ricardo Palma N° 550
HUANUCO;HUANUCO;SANTA MARIA DEL VALLE;ORA SANTA MARIA DEL VALLE;OPERATIVO;08:45 a 16:30;Jirón Libertad  S/N Intersección Carretera Central 
HUANUCO;HUANUCO ;AMARILIS ;ORA CARLOS SHOWING FERRARI;OPERATIVO;08:45 a 16:30;Jirón Micaela Bastidas S/N Paucarbamba 
PASCO;OXAPAMPA;OXAPAMPA;ORA HOSPITAL ERNESTO GERMAN GUZMAN GONZALES;OPERATIVO;08:45 a 16:30;Jirón Eduardo Loechle S/N - Chontabamba
HUANUCO;HUANUCO;HUANUCO;MAC - HUANUCO;OPERATIVO;08:30 a 16:30;Jirón Independencia N° 1601, Centro Comercial Real Plaza, Primer Piso
HUANUCO;PACHITEA;UMARI;ORA TAMBILLO UMARI;OPERATIVO;08:45 a 16:30;Carretera Huanuco - Panao Km 37
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;OR CHACHAPOYAS;OPERATIVO;08:45 a 16:45;Jirón Triunfo Nº 903 1° Piso
AMAZONAS;BAGUA;BAGUA;PAP BAGUA;OPERATIVO;08:45 a 16:45;Jirón Los Cedros Nº 263
AMAZONAS;BONGARA;JAZAN;AG BONGARA;OPERATIVO;08:45 a 16:30;Avenida Marginal  Nº 100 -Pedro Ruíz
AMAZONAS;CONDORCANQUI;NIEVA;PAP CONDORCANQUI;OPERATIVO;08:45 a 16:45;Calle Gonzalo puerta S/N
AMAZONAS;UTCUBAMBA;BAGUA GRANDE;PAP UTCUBAMBA;OPERATIVO;08:45 a 16:45;Jirón Simón Bolivar N° 545
CAJAMARCA;JAEN;JAEN;OR JAEN;OPERATIVO;08:45 a 16:45;Calle Mariscal Ureta Nº 915
CAJAMARCA;SAN IGNACIO;SAN IGNACIO;PAP SAN IGNACIO;OPERATIVO;08:45 a 16:45;Jirón Santo Domingo Nº 169
AMAZONAS;BAGUA;IMAZA;OR IMAZA;OPERATIVO;08:45 a 16:45;Calle Awajun S/N Plaza de Armas
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;ORA HOSPITAL REGIONAL VIRGEN DE FATIMA;OPERATIVO;08:45 a 16:30;Pasaje Daniel Alcides Carrión N° 035
AMAZONAS;BAGUA;BAGUA;ORA HOSPITAL DE APOYO GUSTAVO LANATTA LUJAN;OPERATIVO;08:45 a 16:45;Avenida Héroes de Cenepa N°980
CAJAMARCA;JAEN;JAEN;ORA HOSPITAL GENERAL DE JAEN;OPERATIVO;08:45 a 16:30;Prolongación Huamantanga s/n
AMAZONAS;BAGUA;IMAZA;ORA CHIRIACO;OPERATIVO;08:45 a 17:45;Calle Junin S/N
AMAZONAS;UTCUBAMBA;BAGUA GRANDE;ORA HOSPITAL DE APOYO SANTIAGO APOSTOL DE UTCUBAMBA;OPERATIVO;08:45 a 16:30;Jirón San Felipe Santiago N°111
CAJAMARCA;SAN IGNACIO;SAN IGNACIO;ORA SAN IGNACIO;OPERATIVO;08:45 a 16:30;Avenida Abelardo Quiñones S/N, Sector Santiago
AMAZONAS;BONGARA;FLORIDA;ORA POMACOCHAS;OPERATIVO;08:45 a 16:30;Jirón Pomacochas S/N 
AMAZONAS;CONDORCANQUI;NIEVA;ORA SANTA MARIA DE NIEVA;OPERATIVO;08:45 a 17:45;"Jirón Javier Pérez de Cuellar S/N 
Mz. N Lt. 03 Asent.Humano Héctor Peas Tsegkuan"
AMAZONAS;UTCUBAMBA;LONYA GRANDE;ORA LONYA GRANDE;OPERATIVO;08:45 a 16:45;Jirón Alto Amazonas 340
AMAZONAS;CONDORCANQUI;RIO SANTIAGO;ORA GALILEA;OPERATIVO;08:45 a 17:45;Jirón La Amistad S/N
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
